ItinID,MktID,MktCoupons,Year,Quarter,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCountry,OriginStateFips,OriginState,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCountry,DestStateFips,DestState,DestStateName,DestWac,AirportGroup,WacGroup,TkCarrierChange,TkCarrierGroup,OpCarrierChange,OpCarrierGroup,RPCarrier,TkCarrier,OpCarrier,BulkFare,Passengers,MktFare,MktDistance,MktDistanceGroup,MktMilesFlown,NonStopMiles,ItinGeoType,MktGeoType
202524930861,20252493086103,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,476.0,1444,3,1444,1337,2,2
202524930865,20252493086503,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,517.5,1444,3,1444,1337,2,2
202524930870,20252493087003,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,545.5,1444,3,1444,1337,2,2
202524930872,20252493087203,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,567.0,1444,3,1444,1337,2,2
202524930876,20252493087603,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,599.0,1444,3,1444,1337,2,2
202524930881,20252493088103,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,621.0,1444,3,1444,1337,2,2
202524944097,20252494409705,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,324.99,1444,3,1444,1337,2,2
202526711867,20252671186705,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,YV,UA,UA,0.0,1,508.98,1444,3,1444,1337,2,2
202525088225,20252508822503,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,13204,1320402,31454,MCO,US,12,FL,Florida,33,XWA:DEN:MCO,66:82:33,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,543.5,2128,5,2128,1818,2,2
202525004070,20252500407003,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12889,1288904,32211,LAS,US,32,NV,Nevada,85,XWA:DEN:LAS,66:82:85,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,156.0,1210,3,1210,1022,2,2
202525004072,20252500407203,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12889,1288904,32211,LAS,US,32,NV,Nevada,85,XWA:DEN:LAS,66:82:85,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,198.5,1210,3,1210,1022,2,2
202525061423,20252506142304,3,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12953,1295304,31703,LGA,US,36,NY,New York,22,XWA:DEN:ORD:LGA,66:82:41:22,0,UA:UA:UA,0,UA:UA:UA,UA,UA,UA,0.0,1,192.5,2203,5,2203,1552,2,2
202524583538,20252458353803,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,11066,1106606,31066,CMH,US,39,OH,Ohio,44,XWA:DEN:CMH,66:82:44,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,422.5,1736,4,1736,1178,2,2
202524671828,20252467182805,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,11298,1129806,30194,DFW,US,48,TX,Texas,74,XWA:DEN:DFW,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,278.04,1223,3,1223,1116,2,2
202524673042,20252467304203,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,11298,1129806,30194,DFW,US,48,TX,Texas,74,XWA:DEN:DFW,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,131.0,1223,3,1223,1116,2,2
202524673044,20252467304403,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,11298,1129806,30194,DFW,US,48,TX,Texas,74,XWA:DEN:DFW,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,163.5,1223,3,1223,1116,2,2
