ItinID,MktID,MktCoupons,Year,Quarter,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCountry,OriginStateFips,OriginState,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCountry,DestStateFips,DestState,DestStateName,DestWac,AirportGroup,WacGroup,TkCarrierChange,TkCarrierGroup,OpCarrierChange,OpCarrierGroup,RPCarrier,TkCarrier,OpCarrier,BulkFare,Passengers,MktFare,MktDistance,MktDistanceGroup,MktMilesFlown,NonStopMiles,ItinGeoType,MktGeoType
202524880607,20252488060703,3,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12264,1226402,30852,IAD,US,51,VA,Virginia,38,XWA:DEN:CMH:IAD,66:82:44:38,0,UA:UA:UA,0,UA:UA:UA,UA,UA,UA,0.0,1,420.1,2035,5,2035,1457,2,2
202524927838,20252492783804,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,828.47,1444,3,1444,1337,2,2
202524930821,20252493082103,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,168.5,1444,3,1444,1337,2,2
202524930823,20252493082303,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,169.0,1444,3,1444,1337,2,2
202524930824,20252493082403,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,171.0,1444,3,1444,1337,2,2
202524930825,20252493082503,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,183.5,1444,3,1444,1337,2,2
202524930828,20252493082803,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,209.5,1444,3,1444,1337,2,2
202524930835,20252493083503,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,253.0,1444,3,1444,1337,2,2
202524930844,20252493084403,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,341.0,1444,3,1444,1337,2,2
202524930846,20252493084603,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,355.0,1444,3,1444,1337,2,2
202524930847,20252493084703,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,367.0,1444,3,1444,1337,2,2
202524930851,20252493085103,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,392.0,1444,3,1444,1337,2,2
202524930853,20252493085303,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,423.5,1444,3,1444,1337,2,2
202524930858,20252493085803,2,2025,2,16869,1686902,32389,XWA,US,38,ND,North Dakota,66,12266,1226603,31453,IAH,US,48,TX,Texas,74,XWA:DEN:IAH,66:82:74,0,UA:UA,0,UA:UA,UA,UA,UA,0.0,1,463.0,1444,3,1444,1337,2,2
